,filter/model,classifier,encoder,feature_names,accuracy,precision,recall,ppv,accuracy_0.5,precision_0.5,recall_0.5,ppv_0.5,accuracy_0.2,precision_0.2,recall_0.2,ppv_0.2,accuracy_0.01,precision_0.01,recall_0.01,ppv_0.01,accuracy_0.001,precision_0.001,recall_0.001,ppv_0.001,accuracy_0.0001,precision_0.0001,recall_0.0001,ppv_0.0001
44,choi,lr,cat,file_data,0.9992070684186679,0.9995465880752664,0.998867240598097,0.9995465880752664,0.9993958616523184,0.9990937924784775,0.9990937924784775,0.9990937924784775,0.9990560694732867,0.9977324263038548,0.9966024915062288,0.990990990990991,0.9995513683266039,0.9565217391304348,1.0,0.18181818181818182,0.9995473064735174,0.6666666666666666,1.0,0.0019980019980019984,0.9995468962392388,0.0,0.0,0.0
45,choi,lr,cat,request_uri_query,0.9992070684186679,0.9995465880752664,0.998867240598097,0.9995465880752664,0.9993958616523184,0.9990937924784775,0.9990937924784775,0.9990937924784775,0.9990560694732867,0.9977324263038548,0.9966024915062288,0.990990990990991,0.9995513683266039,0.9565217391304348,1.0,0.18181818181818182,0.9995473064735174,0.6666666666666666,1.0,0.0019980019980019984,0.9995468962392388,0.0,0.0,0.0
46,choi,lr,cat,authorization,0.9992070684186679,0.9995465880752664,0.998867240598097,0.9995465880752664,0.9993958616523184,0.9990937924784775,0.9990937924784775,0.9990937924784775,0.9990560694732867,0.9977324263038548,0.9966024915062288,0.990990990990991,0.9995513683266039,0.9565217391304348,1.0,0.18181818181818182,0.9995473064735174,0.6666666666666666,1.0,0.0019980019980019984,0.9995468962392388,0.0,0.0,0.0
47,choi,lr,cat,authbasic,0.9992070684186679,0.9995465880752664,0.998867240598097,0.9995465880752664,0.9993958616523184,0.9990937924784775,0.9990937924784775,0.9990937924784775,0.9990560694732867,0.9977324263038548,0.9966024915062288,0.990990990990991,0.9995513683266039,0.9565217391304348,1.0,0.18181818181818182,0.9995473064735174,0.6666666666666666,1.0,0.0019980019980019984,0.9995468962392388,0.0,0.0,0.0
48,choi,lr,cat,referer,0.9992070684186679,0.9995465880752664,0.998867240598097,0.9995465880752664,0.9993958616523184,0.9990937924784775,0.9990937924784775,0.9990937924784775,0.9990560694732867,0.9977324263038548,0.9966024915062288,0.990990990990991,0.9995513683266039,0.9565217391304348,1.0,0.18181818181818182,0.9995473064735174,0.6666666666666666,1.0,0.0019980019980019984,0.9995468962392388,0.0,0.0,0.0
49,choi,lr,cat,flow_freq,0.9992070684186679,0.9995465880752664,0.998867240598097,0.9995465880752664,0.9993958616523184,0.9990937924784775,0.9990937924784775,0.9990937924784775,0.9990560694732867,0.9977324263038548,0.9966024915062288,0.990990990990991,0.9995513683266039,0.9565217391304348,1.0,0.18181818181818182,0.9995473064735174,0.6666666666666666,1.0,0.0019980019980019984,0.9995468962392388,0.0,0.0,0.0
50,fisher,lr,cat,src,0.9992070684186679,0.9995465880752664,0.998867240598097,0.9995465880752664,0.9993958616523184,0.9990937924784775,0.9990937924784775,0.9990937924784775,0.9994336416839721,0.997737556561086,0.9988674971687429,0.9910112359550562,0.9995513683266039,0.9565217391304348,1.0,0.18181818181818182,0.9995473064735174,0.6666666666666666,1.0,0.0019980019980019984,0.9995468962392388,0.0,0.0,0.0
51,fisher,lr,cat,src_p,0.9992070684186679,0.9995465880752664,0.998867240598097,0.9995465880752664,0.9993958616523184,0.9990937924784775,0.9990937924784775,0.9990937924784775,0.9994336416839721,0.997737556561086,0.9988674971687429,0.9910112359550562,0.9995513683266039,0.9565217391304348,1.0,0.18181818181818182,0.9995473064735174,0.6666666666666666,1.0,0.0019980019980019984,0.9995468962392388,0.0,0.0,0.0
52,fisher,lr,cat,response_code,0.9992070684186679,0.9995465880752664,0.998867240598097,0.9995465880752664,0.9993958616523184,0.9990937924784775,0.9990937924784775,0.9990937924784775,0.9994336416839721,0.997737556561086,0.9988674971687429,0.9910112359550562,0.9995513683266039,0.9565217391304348,1.0,0.18181818181818182,0.9995473064735174,0.6666666666666666,1.0,0.0019980019980019984,0.9995468962392388,0.0,0.0,0.0
53,fisher,lr,cat,response_line,0.9992070684186679,0.9995465880752664,0.998867240598097,0.9995465880752664,0.9993958616523184,0.9990937924784775,0.9990937924784775,0.9990937924784775,0.9994336416839721,0.997737556561086,0.9988674971687429,0.9910112359550562,0.9995513683266039,0.9565217391304348,1.0,0.18181818181818182,0.9995473064735174,0.6666666666666666,1.0,0.0019980019980019984,0.9995468962392388,0.0,0.0,0.0
54,fisher,lr,cat,content_length,0.9992070684186679,0.9995465880752664,0.998867240598097,0.9995465880752664,0.9993958616523184,0.9990937924784775,0.9990937924784775,0.9990937924784775,0.9994336416839721,0.997737556561086,0.9988674971687429,0.9910112359550562,0.9995513683266039,0.9565217391304348,1.0,0.18181818181818182,0.9995473064735174,0.6666666666666666,1.0,0.0019980019980019984,0.9995468962392388,0.0,0.0,0.0
55,fisher,lr,cat,time,0.9992070684186679,0.9995465880752664,0.998867240598097,0.9995465880752664,0.9993958616523184,0.9990937924784775,0.9990937924784775,0.9990937924784775,0.9994336416839721,0.997737556561086,0.9988674971687429,0.9910112359550562,0.9995513683266039,0.9565217391304348,1.0,0.18181818181818182,0.9995473064735174,0.6666666666666666,1.0,0.0019980019980019984,0.9995468962392388,0.0,0.0,0.0
56,fisher,lr,cat,request_method,0.9992070684186679,0.9995465880752664,0.998867240598097,0.9995465880752664,0.9993958616523184,0.9990937924784775,0.9990937924784775,0.9990937924784775,0.9994336416839721,0.997737556561086,0.9988674971687429,0.9910112359550562,0.9995513683266039,0.9565217391304348,1.0,0.18181818181818182,0.9995473064735174,0.6666666666666666,1.0,0.0019980019980019984,0.9995468962392388,0.0,0.0,0.0
57,fisher,lr,cat,request_uri,0.9992070684186679,0.9995465880752664,0.998867240598097,0.9995465880752664,0.9993958616523184,0.9990937924784775,0.9990937924784775,0.9990937924784775,0.9994336416839721,0.997737556561086,0.9988674971687429,0.9910112359550562,0.9995513683266039,0.9565217391304348,1.0,0.18181818181818182,0.9995473064735174,0.6666666666666666,1.0,0.0019980019980019984,0.9995468962392388,0.0,0.0,0.0
58,fisher,lr,cat,user_agent,0.9992070684186679,0.9995465880752664,0.998867240598097,0.9995465880752664,0.9993958616523184,0.9990937924784775,0.9990937924784775,0.9990937924784775,0.9994336416839721,0.997737556561086,0.9988674971687429,0.9910112359550562,0.9995513683266039,0.9565217391304348,1.0,0.18181818181818182,0.9995473064735174,0.6666666666666666,1.0,0.0019980019980019984,0.9995468962392388,0.0,0.0,0.0
59,fisher,lr,cat,server,0.9992070684186679,0.9995465880752664,0.998867240598097,0.9995465880752664,0.9993958616523184,0.9990937924784775,0.9990937924784775,0.9990937924784775,0.9994336416839721,0.997737556561086,0.9988674971687429,0.9910112359550562,0.9995513683266039,0.9565217391304348,1.0,0.18181818181818182,0.9995473064735174,0.6666666666666666,1.0,0.0019980019980019984,0.9995468962392388,0.0,0.0,0.0
60,fisher,lr,cat,content_type,0.9992070684186679,0.9995465880752664,0.998867240598097,0.9995465880752664,0.9993958616523184,0.9990937924784775,0.9990937924784775,0.9990937924784775,0.9994336416839721,0.997737556561086,0.9988674971687429,0.9910112359550562,0.9995513683266039,0.9565217391304348,1.0,0.18181818181818182,0.9995473064735174,0.6666666666666666,1.0,0.0019980019980019984,0.9995468962392388,0.0,0.0,0.0
61,fisher,lr,cat,file_data,0.9992070684186679,0.9995465880752664,0.998867240598097,0.9995465880752664,0.9993958616523184,0.9990937924784775,0.9990937924784775,0.9990937924784775,0.9994336416839721,0.997737556561086,0.9988674971687429,0.9910112359550562,0.9995513683266039,0.9565217391304348,1.0,0.18181818181818182,0.9995473064735174,0.6666666666666666,1.0,0.0019980019980019984,0.9995468962392388,0.0,0.0,0.0
62,fisher,lr,cat,x_forwarded_for,0.9992070684186679,0.9995465880752664,0.998867240598097,0.9995465880752664,0.9993958616523184,0.9990937924784775,0.9990937924784775,0.9990937924784775,0.9994336416839721,0.997737556561086,0.9988674971687429,0.9910112359550562,0.9995513683266039,0.9565217391304348,1.0,0.18181818181818182,0.9995473064735174,0.6666666666666666,1.0,0.0019980019980019984,0.9995468962392388,0.0,0.0,0.0
63,fisher,lr,cat,transfer_encoding,0.9992070684186679,0.9995465880752664,0.998867240598097,0.9995465880752664,0.9993958616523184,0.9990937924784775,0.9990937924784775,0.9990937924784775,0.9994336416839721,0.997737556561086,0.9988674971687429,0.9910112359550562,0.9995513683266039,0.9565217391304348,1.0,0.18181818181818182,0.9995473064735174,0.6666666666666666,1.0,0.0019980019980019984,0.9995468962392388,0.0,0.0,0.0
64,fisher,lr,cat,flow_freq,0.9992070684186679,0.9995465880752664,0.998867240598097,0.9995465880752664,0.9993958616523184,0.9990937924784775,0.9990937924784775,0.9990937924784775,0.9994336416839721,0.997737556561086,0.9988674971687429,0.9910112359550562,0.9995513683266039,0.9565217391304348,1.0,0.18181818181818182,0.9995473064735174,0.6666666666666666,1.0,0.0019980019980019984,0.9995468962392388,0.0,0.0,0.0
65,mutinf,lr,cat,src,0.9993203443588582,0.9997732426303855,0.998867240598097,0.9997732426303855,0.999244827065398,0.9995462794918331,0.9981875849569551,0.9995462794918331,0.9996224277893148,0.9988674971687429,0.9988674971687429,0.9954853273137697,0.999775684163302,0.9777777777777777,1.0,0.3076923076923077,0.9997736532367587,0.8,1.0,0.0039880358923230315,0.9997734481196194,0.0,0.0,0.0
66,mutinf,lr,cat,src_p,0.9993203443588582,0.9997732426303855,0.998867240598097,0.9997732426303855,0.999244827065398,0.9995462794918331,0.9981875849569551,0.9995462794918331,0.9996224277893148,0.9988674971687429,0.9988674971687429,0.9954853273137697,0.999775684163302,0.9777777777777777,1.0,0.3076923076923077,0.9997736532367587,0.8,1.0,0.0039880358923230315,0.9997734481196194,0.0,0.0,0.0
67,mutinf,lr,cat,dst_p,0.9993203443588582,0.9997732426303855,0.998867240598097,0.9997732426303855,0.999244827065398,0.9995462794918331,0.9981875849569551,0.9995462794918331,0.9996224277893148,0.9988674971687429,0.9988674971687429,0.9954853273137697,0.999775684163302,0.9777777777777777,1.0,0.3076923076923077,0.9997736532367587,0.8,1.0,0.0039880358923230315,0.9997734481196194,0.0,0.0,0.0
68,mutinf,lr,cat,response_code,0.9993203443588582,0.9997732426303855,0.998867240598097,0.9997732426303855,0.999244827065398,0.9995462794918331,0.9981875849569551,0.9995462794918331,0.9996224277893148,0.9988674971687429,0.9988674971687429,0.9954853273137697,0.999775684163302,0.9777777777777777,1.0,0.3076923076923077,0.9997736532367587,0.8,1.0,0.0039880358923230315,0.9997734481196194,0.0,0.0,0.0
69,mutinf,lr,cat,response_line,0.9993203443588582,0.9997732426303855,0.998867240598097,0.9997732426303855,0.999244827065398,0.9995462794918331,0.9981875849569551,0.9995462794918331,0.9996224277893148,0.9988674971687429,0.9988674971687429,0.9954853273137697,0.999775684163302,0.9777777777777777,1.0,0.3076923076923077,0.9997736532367587,0.8,1.0,0.0039880358923230315,0.9997734481196194,0.0,0.0,0.0
70,mutinf,lr,cat,content_length,0.9993203443588582,0.9997732426303855,0.998867240598097,0.9997732426303855,0.999244827065398,0.9995462794918331,0.9981875849569551,0.9995462794918331,0.9996224277893148,0.9988674971687429,0.9988674971687429,0.9954853273137697,0.999775684163302,0.9777777777777777,1.0,0.3076923076923077,0.9997736532367587,0.8,1.0,0.0039880358923230315,0.9997734481196194,0.0,0.0,0.0
71,mutinf,lr,cat,time,0.9993203443588582,0.9997732426303855,0.998867240598097,0.9997732426303855,0.999244827065398,0.9995462794918331,0.9981875849569551,0.9995462794918331,0.9996224277893148,0.9988674971687429,0.9988674971687429,0.9954853273137697,0.999775684163302,0.9777777777777777,1.0,0.3076923076923077,0.9997736532367587,0.8,1.0,0.0039880358923230315,0.9997734481196194,0.0,0.0,0.0
72,mutinf,lr,cat,request_method,0.9993203443588582,0.9997732426303855,0.998867240598097,0.9997732426303855,0.999244827065398,0.9995462794918331,0.9981875849569551,0.9995462794918331,0.9996224277893148,0.9988674971687429,0.9988674971687429,0.9954853273137697,0.999775684163302,0.9777777777777777,1.0,0.3076923076923077,0.9997736532367587,0.8,1.0,0.0039880358923230315,0.9997734481196194,0.0,0.0,0.0
73,mutinf,lr,cat,request_uri,0.9993203443588582,0.9997732426303855,0.998867240598097,0.9997732426303855,0.999244827065398,0.9995462794918331,0.9981875849569551,0.9995462794918331,0.9996224277893148,0.9988674971687429,0.9988674971687429,0.9954853273137697,0.999775684163302,0.9777777777777777,1.0,0.3076923076923077,0.9997736532367587,0.8,1.0,0.0039880358923230315,0.9997734481196194,0.0,0.0,0.0
74,mutinf,lr,cat,user_agent,0.9993203443588582,0.9997732426303855,0.998867240598097,0.9997732426303855,0.999244827065398,0.9995462794918331,0.9981875849569551,0.9995462794918331,0.9996224277893148,0.9988674971687429,0.9988674971687429,0.9954853273137697,0.999775684163302,0.9777777777777777,1.0,0.3076923076923077,0.9997736532367587,0.8,1.0,0.0039880358923230315,0.9997734481196194,0.0,0.0,0.0
75,mutinf,lr,cat,server,0.9993203443588582,0.9997732426303855,0.998867240598097,0.9997732426303855,0.999244827065398,0.9995462794918331,0.9981875849569551,0.9995462794918331,0.9996224277893148,0.9988674971687429,0.9988674971687429,0.9954853273137697,0.999775684163302,0.9777777777777777,1.0,0.3076923076923077,0.9997736532367587,0.8,1.0,0.0039880358923230315,0.9997734481196194,0.0,0.0,0.0
76,mutinf,lr,cat,content_type,0.9993203443588582,0.9997732426303855,0.998867240598097,0.9997732426303855,0.999244827065398,0.9995462794918331,0.9981875849569551,0.9995462794918331,0.9996224277893148,0.9988674971687429,0.9988674971687429,0.9954853273137697,0.999775684163302,0.9777777777777777,1.0,0.3076923076923077,0.9997736532367587,0.8,1.0,0.0039880358923230315,0.9997734481196194,0.0,0.0,0.0
77,mutinf,lr,cat,file_data,0.9993203443588582,0.9997732426303855,0.998867240598097,0.9997732426303855,0.999244827065398,0.9995462794918331,0.9981875849569551,0.9995462794918331,0.9996224277893148,0.9988674971687429,0.9988674971687429,0.9954853273137697,0.999775684163302,0.9777777777777777,1.0,0.3076923076923077,0.9997736532367587,0.8,1.0,0.0039880358923230315,0.9997734481196194,0.0,0.0,0.0
78,mutinf,lr,cat,x_forwarded_for,0.9993203443588582,0.9997732426303855,0.998867240598097,0.9997732426303855,0.999244827065398,0.9995462794918331,0.9981875849569551,0.9995462794918331,0.9996224277893148,0.9988674971687429,0.9988674971687429,0.9954853273137697,0.999775684163302,0.9777777777777777,1.0,0.3076923076923077,0.9997736532367587,0.8,1.0,0.0039880358923230315,0.9997734481196194,0.0,0.0,0.0
79,mutinf,lr,cat,flow_freq,0.9993203443588582,0.9997732426303855,0.998867240598097,0.9997732426303855,0.999244827065398,0.9995462794918331,0.9981875849569551,0.9995462794918331,0.9996224277893148,0.9988674971687429,0.9988674971687429,0.9954853273137697,0.999775684163302,0.9777777777777777,1.0,0.3076923076923077,0.9997736532367587,0.8,1.0,0.0039880358923230315,0.9997734481196194,0.0,0.0,0.0
